id,Nome,Intervistato,Data_intervista,Link_Youtube,Link_embed,Latitude,Longitude,Video_originale,Video_player,Intervistato_icon,Link_zenodo,Video_player_2
055v,Cinema Teatro Smeraldo,Lino Patruno,22-04-2022,https://www.youtube.com/watch?v=QLYFUVfVnS0,https://www.youtube.com/embed/QLYFUVfVnS0,45.4805357,9.187649149,"<a href=""https://www.youtube.com/watch?v=QLYFUVfVnS0"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/QLYFUVfVnS0"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Lino_Patruno,https://zenodo.org/record/7990185/files/Teatro%20Smeraldo_Patruno.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Teatro%20Smeraldo_Patruno.mp4"" width=""300px"" height=""220px"" ></video>"
030v,Circolo della Stampa,Bruno Canino,03-03-2022,https://www.youtube.com/watch?v=xswNV8OTds4,https://www.youtube.com/embed/xswNV8OTds4,45.46915141,9.199582775,"<a href=""https://www.youtube.com/watch?v=xswNV8OTds4"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/xswNV8OTds4"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Bruno_Canino,https://zenodo.org/record/7990185/files/Circolo%20della%20stampa_Canino.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Circolo%20della%20stampa_Canino.mp4"" width=""300px"" height=""220px"" ></video>"
036v,Circolo Pirelli,Bruno Canino,03-03-2022,https://www.youtube.com/watch?v=pGlePv70Z_4,https://www.youtube.com/embed/pGlePv70Z_4,45.47182303,9.202605469,"<a href=""https://www.youtube.com/watch?v=pGlePv70Z_4"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/watch?v=pGlePv70Z_4"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Bruno_Canino,https://zenodo.org/record/7990185/files/Circolo%20Pirelli_Canino.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Circolo%20Pirelli_Canino.mp4"" width=""300px"" height=""220px"" ></video>"
038v,Circolo Pirelli,Giacomo Manzoni,03-03-2022,https://www.youtube.com/watch?v=Mh7e6vlvZU8,https://www.youtube.com/embed/Mh7e6vlvZU8,45.47169768,9.202688355,"<a href=""https://www.youtube.com/watch?v=Mh7e6vlvZU8"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/Mh7e6vlvZU8"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Giacomo_Manzoni,https://zenodo.org/record/7990185/files/Circolo%20Pirelli_Manzoni.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Circolo%20Pirelli_Manzoni.mp4"" width=""300px"" height=""220px"" ></video>"
007v,Derby,Enrico Intra,11-02-2022,,,45.47820885,9.145224369,"<a href=""https://www.youtube.com/watch?v=3oFlEC576Z8"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/3oFlEC576Z8"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Enrico_Intra,https://zenodo.org/record/7990185/files/Derby_Intra.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Derby_Intra.mp4"" width=""300px"" height=""220px"" ></video>"
021v,Derby,Gaetano Liguori,17-3-2022,https://www.youtube.com/watch?v=z1N5kB_xO-4,https://www.youtube.com/embed/z1N5kB_xO-4,45.47815143,9.145381782,"<a href=""https://www.youtube.com/watch?v=z1N5kB_xO-4"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/z1N5kB_xO-4"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Gaetano_Liguori,https://zenodo.org/record/7990185/files/Derby_Liguori.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Derby_Liguori.mp4"" width=""300px"" height=""220px"" ></video>"
050v,Derby,Lino Patruno,22-04-2022,https://www.youtube.com/watch?v=H0WUd1Ha-yg,https://www.youtube.com/embed/H0WUd1Ha-yg,45.47840949,9.145203323,"<a href=""https://www.youtube.com/watch?v=H0WUd1Ha-yg"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/H0WUd1Ha-yg"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Lino_Patruno,https://zenodo.org/record/7990185/files/Derby_Patruno.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Derby_Patruno.mp4"" width=""300px"" height=""220px"" ></video>"
013v,El Maroco,Paolo Tomelleri,23-02-2022,,,45.46197313,9.191052162,"<a href=""https://www.youtube.com/watch?v=V1sb9IF9xUM"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/V1sb9IF9xUM"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Paolo_Tomelleri,https://zenodo.org/record/7990185/files/El%20Maroco_Tomelleri.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/El%20Maroco_Tomelleri.mp4"" width=""300px"" height=""220px"" ></video>"
022v,Galleria del Corso,Gaetano Liguori,17-3-2022,https://www.youtube.com/watch?v=GTE62UFE1BU,https://www.youtube.com/embed/GTE62UFE1BU,45.46473338,9.195185734,"<a href=""https://www.youtube.com/watch?v=GTE62UFE1BU"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/GTE62UFE1BU"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Gaetano_Liguori,https://zenodo.org/record/7990185/files/Galleria%20del%20corso_Liguori.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Galleria%20del%20corso_Liguori.mp4"" width=""300px"" height=""220px"" ></video>"
044v,Galleria del Corso,Gian Franco Reverberi,22-04-2022,https://www.youtube.com/watch?v=OCd-PozQXL8,https://www.youtube.com/embed/OCd-PozQXL8,45.46498264,9.195153278,"<a href=""https://www.youtube.com/watch?v=OCd-PozQXL8"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/OCd-PozQXL8"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Gian_Franco_Reverberi,https://zenodo.org/record/7990185/files/Galleria%20del%20Corso_Reverberi.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Galleria%20del%20Corso_Reverberi.mp4"" width=""300px"" height=""220px"" ></video>"
008v,Intra's al Corso,Enrico Intra,11-02-2022,,,45.46536391,9.195360769,"<a href=""https://www.youtube.com/watch?v=M4rFQOpTEDI"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/M4rFQOpTEDI"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Enrico_Intra,https://zenodo.org/record/7990185/files/Intra_s%20al%20Corso_Intra.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Intra_s%20al%20Corso_Intra.mp4"" width=""300px"" height=""220px"" ></video>"
031v,Istituto dei Ciechi,Bruno Canino,03-03-2022,https://www.youtube.com/watch?v=84IGXwRXHSA,https://www.youtube.com/embed/84IGXwRXHSA,45.46895576,9.203886634,"<a href=""https://www.youtube.com/watch?v=84IGXwRXHSA"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/84IGXwRXHSA"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Bruno_Canino,https://zenodo.org/record/7990185/files/Polifonica%20Ambrosiana_Canino.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Polifonica%20Ambrosiana_Canino.mp4"" width=""300px"" height=""220px"" ></video>"
023v,La Pelota,Gaetano Liguori,17-3-2022,https://www.youtube.com/watch?v=oJHKkkVyqs4,https://www.youtube.com/embed/oJHKkkVyqs4,45.47538296,9.185090059,"<a href=""https://www.youtube.com/watch?v=oJHKkkVyqs4"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/oJHKkkVyqs4"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Gaetano_Liguori,https://zenodo.org/record/7990185/files/La%20Pelota_Liguori.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/La%20Pelota_Liguori.mp4"" width=""300px"" height=""220px"" ></video>"
002v,Locale non identificato,Natale Massara,15-03-2022,,,45.46274495,9.19500779,"<a href=""https://www.youtube.com/watch?v=z6nrm0TeMEg"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/z6nrm0TeMEg?rel=0"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Natale_Massara,https://zenodo.org/record/7990185/files/Battisti_Massara.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Battisti_Massara.mp4"" width=""300px"" height=""220px"" ></video>"
052v,Locale non identificato,Lino Patruno,22-04-2022,https://www.youtube.com/watch?v=BzO6TPXKS_Y,https://www.youtube.com/embed/BzO6TPXKS_Y,45.4650115,9.197179195,"<a href=""https://www.youtube.com/watch?v=BzO6TPXKS_Y"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/BzO6TPXKS_Y"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Lino_Patruno,https://zenodo.org/record/7990185/files/Teatro%20corso%20Europa_Patruno.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Teatro%20corso%20Europa_Patruno.mp4"" width=""300px"" height=""220px"" ></video>"
004v,Palazzo dello Sport,Natale Massara,15-03-2022,,,45.47742288,9.159981281,"<a href=""https://www.youtube.com/watch?v=EwRUZAA6Axo"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/EwRUZAA6Axo"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Natale_Massara,https://zenodo.org/record/7990185/files/Palazzo%20dello%20Sport_Massara.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Palazzo%20dello%20Sport_Massara.mp4"" width=""300px"" height=""220px"" ></video>"
041v,Piccola Scala,Giacomo Manzoni,03-03-2022,https://www.youtube.com/watch?v=FzsF-fcaBZs,https://www.youtube.com/embed/FzsF-fcaBZs,45.46740902,9.188485139,"<a href=""https://www.youtube.com/watch?v=FzsF-fcaBZs"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/FzsF-fcaBZs"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Giacomo_Manzoni,https://zenodo.org/record/7990185/files/Piccola%20Scala_Manzoni.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Piccola%20Scala_Manzoni.mp4"" width=""300px"" height=""220px"" ></video>"
025v,Pigalle,Gaetano Liguori,17-3-2022,https://www.youtube.com/watch?v=nT9FxP8TL14,https://www.youtube.com/embed/nT9FxP8TL14,45.47930265,9.209775898,"<a href=""https://www.youtube.com/watch?v=nT9FxP8TL14"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/nT9FxP8TL14"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Gaetano_Liguori,https://zenodo.org/record/7990185/files/Pigalle_Liguori.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Pigalle_Liguori.mp4"" width=""300px"" height=""220px"" ></video>"
016v,Porta d'Oro,Paolo Tomelleri,23-02-2022,,,45.46226483,9.190332501,"<a href=""https://www.youtube.com/watch?v=GMmLFDwUC_w"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/GMmLFDwUC_w"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Paolo_Tomelleri,https://zenodo.org/record/7990185/files/Porta%20D_Oro_Tomelleri.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Porta%20D_Oro_Tomelleri.mp4"" width=""300px"" height=""220px"" ></video>"
032v,Sala Puccini,Bruno Canino,03-03-2022,https://www.youtube.com/watch?v=wdYkI8cRw2w,https://www.youtube.com/embed/wdYkI8cRw2w,45.46468337,9.203395579,"<a href=""https://www.youtube.com/watch?v=wdYkI8cRw2w"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/wdYkI8cRw2w"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Bruno_Canino,https://zenodo.org/record/7990185/files/Sala%20Puccini_Canino.mp4?download=1,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Sala%20Puccini_Canino.mp4?download=1"" width=""300px"" height=""220px"" ></video>"
005v,Santa Tecla,Natale Massara,15-03-2022,,,45.46276851,9.192684944,"<a href=""https://www.youtube.com/watch?v=MhQMPUbgSZM"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/MhQMPUbgSZM?rel=0"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Natale_Massara,https://zenodo.org/record/7990185/files/Santa_Tecla_Massara.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Santa_Tecla_Massara.mp4"" width=""300px"" height=""220px"" ></video>"
009v,Santa Tecla,Enrico Intra,11-02-2022,,,45.46271218,9.192721544,"<a href=""https://www.youtube.com/watch?v=NyNF8SKBFZk"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/NyNF8SKBFZk"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Enrico_Intra,https://zenodo.org/record/7990185/files/Santa%20Tecla_Intra.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Santa%20Tecla_Intra.mp4"" width=""300px"" height=""220px"" ></video>"
017v,Santa Tecla,Paolo Tomelleri,23-02-2022,,,45.46269473,9.192845803,"<a href=""https://www.youtube.com/watch?v=UDgaTP82X1k"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/UDgaTP82X1k"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Paolo_Tomelleri,https://zenodo.org/record/7990185/files/Santa%20Tecla_Tomelleri.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Santa%20Tecla_Tomelleri.mp4"" width=""300px"" height=""220px"" ></video>"
045v,Santa Tecla,Gian Franco Reverberi,22-04-2022,https://www.youtube.com/watch?v=LGQlbZbX5MY,https://www.youtube.com/embed/LGQlbZbX5MY,45.46286314,9.192769518,"<a href=""https://www.youtube.com/watch?v=LGQlbZbX5MY"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/LGQlbZbX5MY"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Gian_Franco_Reverberi,https://zenodo.org/record/7990185/files/Santa%20Tecla_Reverberi.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Santa%20Tecla_Reverberi.mp4"" width=""300px"" height=""220px"" ></video>"
051v,Santa Tecla,Lino Patruno,22-04-2022,https://www.youtube.com/watch?v=QBbrtlCTfa4,https://www.youtube.com/embed/QBbrtlCTfa4,45.46291656,9.192933144,"<a href=""https://www.youtube.com/watch?v=QBbrtlCTfa4"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/QBbrtlCTfa4"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Lino_Patruno,https://zenodo.org/record/7990185/files/Santa%20Tecla_Patruno.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Santa%20Tecla_Patruno.mp4"" width=""300px"" height=""220px"" ></video>"
026v,Sferisterio Diana,Gaetano Liguori,17-3-2022,https://www.youtube.com/watch?v=dp7pnCSvi6A,https://www.youtube.com/embed/dp7pnCSvi6A,45.47395499,9.206498137,"<a href=""https://www.youtube.com/watch?v=dp7pnCSvi6A"" target=""_blank"" rel=""noopener"">Video originale</a>","<iframe width=""280"" height=""200"" src=""https://www.youtube.com/embed/dp7pnCSvi6A"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe>",Gaetano_Liguori,https://zenodo.org/record/7990185/files/Sferisterio%20Diana_Liguori.mp4,"<video controls preload=""metadata"" src=""https://zenodo.org/record/7990185/files/Sferisterio%20Diana_Liguori.mp4"" width=""300px"" height=""220px"" ></video>"
