id,Nome,Organizzatore,Eventi,Anno,Capienza,Costo medio,Tipologia,Indirizzo,Latitude,Longitude,Epoca di costruzione,Ricostruzione,Restauri,Rifacimento,ID foto,Data_foto,Thumbnails,Immagini_originali,Link_Thumbnail
023s,Cinema Gloria,Societa' del Quartetto,8,,1550,,Cinema Teatro,"Corso Vercelli, 18, Milano, Italia",45.46673743,9.16190565,,,,,s023,1972,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s023.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s023.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s023.jpg
022s,Cinema Carcano,,90,,1200,,Cinema Teatro,"Corso di Porta Romana, 63, Milano, Italia",45.45677051,9.19559419,,,,,s022,post-1914,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s022.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s022.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s022.jpg
024s,Cinema Orfeo,,1,,2500,,Cinema Teatro,"Via Cogni Zugna, 50, Milano, Italia",45.45671783,9.16936755,,,,,s024,1949,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s024.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s024.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s024.jpg
093s,Supercinema Alcione,,67,,1900,,Cinema Teatro,"Piazza Vetra, 11, Milano, Italia",45.45920502,9.1823709,,,,,s093,25/4/1937,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s093.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s093.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s093.jpg
106s,Teatro Elena,,2,,500,,Cinema Teatro,"Via Martino, 1, Sesto San Giovanni, Italia",45.53336779,9.22965825,,,,,s106,2010,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s106.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s106.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s106.jpg
103s,Teatro dal Verme,,35,,1850,,Cinema Teatro,"Via San Giovanni sul muro, 4, Milano, Italia",45.46724909,9.18107808,,,,,s103,1950 circa,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s103.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s103.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s103.jpg
117s,Teatro Smeraldo,,212,,3000,,Cinema Teatro,"Piazza Venticinque Aprile, 10, Milano, Italia",45.4805661,9.1881047,,,,,s117,1960-1970,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s117.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s117.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s117.jpg
088s,Teatro Diana,,3,,2000,,Cinema Teatro,"Viale Piave, 42, Milano, Italia",45.47397166,9.20702577,,,,,s088,1937,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s088.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s088.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s088.jpg
113s,Teatro Puccini,,16,1940,1200,,Cinema Teatro,"Corso Buenos Aires,33, Milano, Italia",45.4797343,9.20931101,,,,,s113,1950 circa,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s113.jpg?raw=true"">","<a href=""https://github.com/martinnicastro/topografia_musicale/blob/main/images/originals/s113.jpg"" target=""_blank"" rel=""noopener"">Immagine dimensioni originali</a>",https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails/s113.jpg
